1913,D2+,O2,,O2+,D2,,,8.00E-10,0.00,0.0,,,,,
1914,D2+,D2CO,,DCO+,D2,D,,1.40E-09,0.00,0.0,,,,,
1915,D2+,CO2,,DCO2+,D,,,2.35E-09,0.00,0.0,,,,,
1916,H2D+,H,,H3+,D,,,1.00E-09,0.00,632.0,,,,,
1917,H2D+,D,,HD2+,H,,,2.00E-09,0.00,0.0,,,,,
1918,H2D+,H2,,H3+,HD,,,1.50E-09,0.00,230.0,,,,,
1919,H2D+,HD,,H3+,D2,,,3.50E-10,0.00,63.0,,,,,
1920,H2D+,HD,,HD2+,H2,,,8.10E-10,0.00,0.0,,,,,
1921,H2D+,D2,,HD2+,HD,,,7.00E-10,0.00,0.0,,,,,
1922,H2D+,D2,,D3+,H2,,,7.00E-10,0.00,0.0,,,,,
1923,H2D+,C,,CH+,HD,,,1.33E-09,0.00,0.0,,,,,
1924,H2D+,C,,CD+,H2,,,6.67E-10,0.00,0.0,,,,,
1925,H2D+,CH,,CH2+,HD,,,6.00E-10,0.00,0.0,,,,,
1926,H2D+,CH,,CHD+,H2,,,6.00E-10,0.00,0.0,,,,,
1927,H2D+,CD,,CH2+,D2,,,4.00E-10,0.00,0.0,,,,,
1928,H2D+,CD,,CHD+,HD,,,8.00E-10,0.00,0.0,,,,,
1929,H2D+,CD,,CD2+,H2,,,4.00E-10,0.00,0.0,,,,,
1930,H2D+,CH2,,CH3+,HD,,,6.80E-10,0.00,0.0,,,,,
1931,H2D+,CH2,,CH2D+,H2,,,1.02E-09,0.00,0.0,,,,,
1932,H2D+,NH,,NH2+,HD,,,6.50E-10,0.00,0.0,,,,,
1933,H2D+,NH,,NHD+,H2,,,6.50E-10,0.00,0.0,,,,,
1934,H2D+,CHD,,CH3+,D2,,,5.70E-10,0.00,0.0,,,,,
1935,H2D+,CHD,,CH2D+,HD,,,1.13E-09,0.00,0.0,,,,,
1936,H2D+,CHD,,CHD2+,H2,,,5.70E-10,0.00,0.0,,,,,
1937,H2D+,CH3,,CH4+,HD,,,8.40E-10,0.00,0.0,,,,,
1938,H2D+,CH3,,CH3D+,H2,,,1.26E-09,0.00,0.0,,,,,
1939,H2D+,O,,OH+,HD,,,5.33E-10,0.00,0.0,,,,,
1940,H2D+,O,,OD+,H2,,,2.67E-10,0.00,0.0,,,,,
1941,H2D+,ND,,NH2+,D2,,,3.30E-10,0.00,0.0,,,,,
1942,H2D+,ND,,NHD+,HD,,,6.50E-10,0.00,0.0,,,,,
1943,H2D+,ND,,ND2+,H2,,,3.30E-10,0.00,0.0,,,,,
1944,H2D+,CD2,,CHD2+,HD,,,5.30E-10,0.00,0.0,,,,,
1945,H2D+,CD2,,CD3+,H2,,,1.13E-09,0.00,0.0,,,,,
1946,H2D+,NH2,,NH3+,HD,,,7.20E-10,0.00,0.0,,,,,
1947,H2D+,NH2,,NH2D+,H2,,,1.08E-09,0.00,0.0,,,,,
1948,H2D+,CH2D,,CH4+,D2,,,7.00E-10,0.00,0.0,,,,,
1949,H2D+,CH2D,,CH3D+,HD,,,1.40E-09,0.00,0.0,,,,,
1950,H2D+,CH2D,,CH2D2+,H2,,,7.00E-10,0.00,0.0,,,,,
1951,H2D+,CH4,,CH5+,HD,,,8.00E-10,0.00,0.0,,,,,
1952,H2D+,CH4,,CH4D+,H2,,,1.60E-09,0.00,0.0,,,,,
1953,H2D+,OH,,H2O+,HD,,,6.50E-10,0.00,0.0,,,,,
1954,H2D+,OH,,HDO+,H2,,,6.50E-10,0.00,0.0,,,,,
1955,H2D+,NHD,,NH3+,D2,,,4.50E-10,0.00,0.0,,,,,
1956,H2D+,NHD,,NH2D+,HD,,,9.00E-10,0.00,0.0,,,,,
1957,H2D+,NHD,,NHD2+,H2,,,4.50E-10,0.00,0.0,,,,,
1958,H2D+,CHD2,,CH2D2+,HD,,,1.40E-09,0.00,0.0,,,,,
1959,H2D+,CHD2,,CHD3+,H2,,,7.00E-10,0.00,0.0,,,,,
1960,H2D+,NH3,,NH4+,HD,,,1.08E-09,0.00,0.0,,,,,
1961,H2D+,NH3,,NH3D+,H2,,,1.62E-09,0.00,0.0,,,,,
1962,H2D+,CH3D,,CH5+,D2,,,8.00E-10,0.00,0.0,,,,,
1963,H2D+,CH3D,,CH4D+,HD,,,1.60E-09,0.00,0.0,,,,,
1964,H2D+,CH3D,,CH3D2+,H2,,,8.00E-10,0.00,0.0,,,,,
1965,H2D+,OD,,H2O+,D2,,,4.30E-10,0.00,0.0,,,,,
1966,H2D+,OD,,HDO+,HD,,,8.60E-10,0.00,0.0,,,,,
1967,H2D+,OD,,D2O+,H2,,,6.50E-10,0.00,0.0,,,,,
1968,H2D+,H2O,,H3O+,HD,,,2.36E-09,0.00,0.0,,,,,
1969,H2D+,H2O,,H2DO+,H2,,,3.54E-09,0.00,0.0,,,,,
1970,H2D+,ND2,,NH2D+,D2,,,4.50E-10,0.00,0.0,,,,,
1971,H2D+,ND2,,NHD2+,HD,,,9.00E-10,0.00,0.0,,,,,
1972,H2D+,ND2,,ND3+,H2,,,4.50E-10,0.00,0.0,,,,,
1973,H2D+,CD3,,CHD3+,HD,,,1.40E-09,0.00,0.0,,,,,
1974,H2D+,CD3,,CD4+,H2,,,7.00E-10,0.00,0.0,,,,,
1975,H2D+,NH2D,,NH4+,D2,,,6.80E-10,0.00,0.0,,,,,
1976,H2D+,NH2D,,NH3D+,HD,,,1.35E-09,0.00,0.0,,,,,
1977,H2D+,NH2D,,NH2D2+,H2,,,6.80E-10,0.00,0.0,,,,,
1978,H2D+,CH2D2,,CH3D2+,HD,,,1.60E-09,0.00,0.0,,,,,
1979,H2D+,CH2D2,,CH2D3+,H2,,,8.00E-10,0.00,0.0,,,,,
1980,H2D+,HDO,,H3O+,D2,,,1.96E-09,0.00,0.0,,,,,
1981,H2D+,HDO,,H2DO+,HD,,,3.93E-09,0.00,0.0,,,,,
1982,H2D+,HDO,,HD2O+,H2,,,1.97E-09,0.00,0.0,,,,,
1983,H2D+,NHD2,,NH3D+,D2,,,6.80E-10,0.00,0.0,,,,,
1984,H2D+,NHD2,,NH2D2+,HD,,,1.35E-09,0.00,0.0,,,,,
1985,H2D+,NHD2,,NHD3+,H2,,,6.80E-10,0.00,0.0,,,,,
1986,H2D+,CHD3,,CH2D3+,HD,,,1.60E-09,0.00,0.0,,,,,
1987,H2D+,CHD3,,CHD4+,H2,,,8.00E-10,0.00,0.0,,,,,
1988,H2D+,D2O,,HD2O+,HD,,,3.93E-09,0.00,0.0,,,,,
1989,H2D+,D2O,,D3O+,H2,,,1.97E-09,0.00,0.0,,,,,
1990,H2D+,ND3,,NH2D2+,D2,,,6.80E-10,0.00,0.0,,,,,
1991,H2D+,ND3,,NHD3+,HD,,,1.35E-09,0.00,0.0,,,,,
1992,H2D+,ND3,,ND4+,H2,,,6.80E-10,0.00,0.0,,,,,
1993,H2D+,CD4,,CHD4+,HD,,,1.60E-09,0.00,0.0,,,,,
1994,H2D+,CD4,,CD5+,H2,,,8.00E-10,0.00,0.0,,,,,
1995,H2D+,Mg,,Mg+,H2,D,,3.33E-10,0.00,0.0,,,,,
1996,H2D+,Mg,,Mg+,HD,H,,6.67E-10,0.00,0.0,,,,,
1997,H2D+,C2,,C2H+,HD,,,1.20E-09,0.00,0.0,,,,,
1998,H2D+,C2,,C2D+,H2,,,6.00E-10,0.00,0.0,,,,,
1999,H2D+,C2H,,C2H2+,HD,,,8.50E-10,0.00,0.0,,,,,
2000,H2D+,C2H,,C2HD+,H2,,,8.50E-10,0.00,0.0,,,,,
2001,H2D+,CN,,HCN+,HD,,,1.33E-09,0.00,0.0,,,,,
2002,H2D+,CN,,DCN+,H2,,,6.67E-10,0.00,0.0,,,,,
2003,H2D+,C2D,,C2H2+,D2,,,5.70E-10,0.00,0.0,,,,,
2004,H2D+,C2D,,C2HD+,HD,,,1.13E-09,0.00,0.0,,,,,
2005,H2D+,C2H2,,C2H3+,HD,,,1.40E-09,0.00,0.0,,,,,
2006,H2D+,C2H2,,C2H2D+,H2,,,2.10E-09,0.00,0.0,,,,,
2007,H2D+,HCN,,HCNH+,HD,,,5.40E-09,0.00,0.0,,,,,
2008,H2D+,HCN,,HCND+,H2,,,2.70E-09,0.00,0.0,,,,,
2009,H2D+,HNC,,HCNH+,HD,,,5.40E-09,0.00,0.0,,,,,
2010,H2D+,HNC,,DCNH+,H2,,,2.70E-09,0.00,0.0,,,,,
2011,H2D+,C2HD,,C2H3+,D2,,,3.50E-09,0.00,0.0,,,,,
2012,H2D+,C2HD,,C2H2D+,HD,,,3.50E-09,0.00,0.0,,,,,
2013,H2D+,C2H3,,C2H4+,HD,,,6.67E-10,0.00,0.0,,,,,
2014,H2D+,C2H3,,C2H3D+,H2,,,1.33E-09,0.00,0.0,,,,,
2015,H2D+,CO,,HCO+,HD,,,1.13E-09,0.00,0.0,,,,,
2016,H2D+,CO,,DCO+,H2,,,5.67E-10,0.00,0.0,,,,,
2017,H2D+,N2,,N2H+,HD,,,1.20E-09,0.00,0.0,,,,,
2018,H2D+,N2,,N2D+,H2,,,6.00E-10,0.00,0.0,,,,,
2019,H2D+,DCN,,DCNH+,HD,,,8.10E-09,0.00,0.0,,,,,
2020,H2D+,DNC,,HCND+,HD,,,8.10E-09,0.00,0.0,,,,,
2021,H2D+,C2H2D,,C2H4+,D2,,,6.70E-10,0.00,0.0,,,,,
2022,H2D+,C2H2D,,C2H3D+,HD,,,1.33E-09,0.00,0.0,,,,,
2023,H2D+,HCO,,H2CO+,HD,,,8.50E-10,0.00,0.0,,,,,
2024,H2D+,HCO,,HDCO+,H2,,,8.50E-10,0.00,0.0,,,,,
2025,H2D+,DCO,,H2CO+,D2,,,4.30E-10,0.00,0.0,,,,,
2026,H2D+,DCO,,HDCO+,HD,,,8.50E-10,0.00,0.0,,,,,
2027,H2D+,DCO,,D2CO+,H2,,,4.30E-10,0.00,0.0,,,,,
2028,H2D+,H2CO,,H3CO+,HD,,,2.52E-09,0.00,0.0,,,,,
2029,H2D+,H2CO,,H2DCO+,H2,,,3.78E-09,0.00,0.0,,,,,
2030,H2D+,HDCO,,H2DCO+,HD,,,4.20E-09,0.00,0.0,,,,,
2031,H2D+,HDCO,,HD2CO+,H2,,,2.10E-09,0.00,0.0,,,,,
2032,H2D+,D2CO,,HD2CO+,HD,,,4.73E-09,0.00,0.0,,,,,
2033,H2D+,D2CO,,D3CO+,H2,,,1.58E-09,0.00,0.0,,,,,
2034,H2D+,CH3OH,,CH3+,H2O,HD,,1.28E-09,0.00,0.0,,,,,
2035,H2D+,CH3OH,,CH3+,HDO,H2,,1.28E-09,0.00,0.0,,,,,
2036,H2D+,CH3OH,,CH3OH2+,HD,,,1.57E-09,0.00,0.0,,,,,
2037,H2D+,CH3OH,,CH3OHD+,H2,,,1.57E-09,0.00,0.0,,,,,
2038,H2D+,CH3OD,,CH3+,H2O,D2,,8.50E-10,0.00,0.0,,,,,
2039,H2D+,CH3OD,,CH3+,HDO,HD,,1.71E-09,0.00,0.0,,,,,
2040,H2D+,CH3OD,,CH3+,D2O,H2,,8.50E-10,0.00,0.0,,,,,
2041,H2D+,CH3OD,,CH3OHD+,HD,,,3.15E-09,0.00,0.0,,,,,
2042,H2D+,CH2DOH,,CH3+,D2O,H2,,2.56E-09,0.00,0.0,,,,,
2043,H2D+,CH2DOH,,CH2D+,H2O,HD,,1.28E-09,0.00,0.0,,,,,
2044,H2D+,CH2DOH,,CH2D+,HDO,H2,,1.28E-09,0.00,0.0,,,,,
2045,H2D+,CH2DOH,,CH2DOH2+,HD,,,3.15E-09,0.00,0.0,,,,,
2046,H2D+,C3,,C3H+,HD,,,1.33E-09,0.00,0.0,,,,,
2047,H2D+,C3,,C3D+,H2,,,6.67E-10,0.00,0.0,,,,,
2048,H2D+,C3H,,C3H2+,HD,,,1.00E-09,0.00,0.0,,,,,
2049,H2D+,C3H,,C3HD+,H2,,,1.00E-09,0.00,0.0,,,,,
2050,H2D+,C3D,,C3H2+,D2,,,6.70E-10,0.00,0.0,,,,,
2051,H2D+,C3D,,C3HD+,HD,,,1.33E-09,0.00,0.0,,,,,
2052,H2D+,C3H2,,C3H3+,HD,,,8.00E-10,0.00,0.0,,,,,
2053,H2D+,C3H2,,C3H2D+,H2,,,1.20E-09,0.00,0.0,,,,,
2054,H2D+,C3HD,,C3H3+,D2,,,6.70E-10,0.00,0.0,,,,,
2055,H2D+,C3HD,,C3H2D+,HD,,,1.33E-09,0.00,0.0,,,,,
2056,H2D+,C3H3,,C3H4+,HD,,,6.67E-10,0.00,0.0,,,,,
2057,H2D+,C3H3,,C3H3D+,H2,,,1.33E-09,0.00,0.0,,,,,
2058,H2D+,C3H2D,,C3H4+,D2,,,6.70E-10,0.00,0.0,,,,,
2059,H2D+,C3H2D,,C3H3D+,HD,,,1.33E-09,0.00,0.0,,,,,
2060,H2D+,C3H4,,C3H5+,HD,,,1.92E-10,0.00,0.0,,,,,
2061,H2D+,C3H4,,C3H4D+,H2,,,4.82E-10,0.00,0.0,,,,,
2062,H2D+,CH3CN,,H4C2N+,HD,,,3.50E-09,0.00,0.0,,,,,
2063,H2D+,CH3CN,,H3DC2N+,H2,,,7.00E-09,0.00,0.0,,,,,
2064,H2D+,C3H3D,,C3H5+,D2,,,2.25E-10,0.00,0.0,,,,,
2065,H2D+,C3H3D,,C3H4D+,HD,,,5.50E-10,0.00,0.0,,,,,
2066,H2D+,CH2CO,,CH3CO+,HD,,,8.00E-10,0.00,0.0,,,,,
2067,H2D+,CH2CO,,CH2DCO+,H2,,,1.20E-09,0.00,0.0,,,,,
2068,H2D+,CH2DCN,,H4C2N+,D2,,,3.50E-09,0.00,0.0,,,,,
2069,H2D+,CH2DCN,,H3DC2N+,HD,,,7.00E-09,0.00,0.0,,,,,
2070,H2D+,CHDCO,,CH3CO+,D2,,,6.70E-10,0.00,0.0,,,,,
2071,H2D+,CHDCO,,CH2DCO+,HD,,,1.33E-09,0.00,0.0,,,,,
2072,H2D+,CO2,,HCO2+,HD,,,1.33E-09,0.00,0.0,,,,,
2073,H2D+,CO2,,DCO2+,H2,,,6.67E-10,0.00,0.0,,,,,
2074,H2D+,C4,,C4H+,HD,,,1.33E-09,0.00,0.0,,,,,
2075,H2D+,C4,,C4D+,H2,,,6.67E-10,0.00,0.0,,,,,
2076,H2D+,C4H,,C4H2+,HD,,,1.00E-09,0.00,0.0,,,,,
2077,H2D+,C4H,,C4HD+,H2,,,1.00E-09,0.00,0.0,,,,,
2078,H2D+,C3N,,HC3N+,HD,,,6.00E-09,0.00,0.0,,,,,
2079,H2D+,C3N,,DC3N+,H2,,,3.00E-09,0.00,0.0,,,,,
2080,H2D+,C4D,,C4H2+,D2,,,6.70E-10,0.00,0.0,,,,,
2081,H2D+,C4D,,C4HD+,HD,,,1.33E-09,0.00,0.0,,,,,
2082,H2D+,HC3N,,H2C3N+,HD,,,4.55E-09,0.00,0.0,,,,,
2083,H2D+,HC3N,,HDC3N+,H2,,,4.55E-09,0.00,0.0,,,,,
2084,H2D+,C3O,,HC3O+,HD,,,1.33E-09,0.00,0.0,,,,,
2085,H2D+,C3O,,DC3O+,H2,,,6.67E-10,0.00,0.0,,,,,
2086,H2D+,DC3N,,H2C3N+,D2,,,3.03E-09,0.00,0.0,,,,,
2087,H2D+,DC3N,,HDC3N+,HD,,,6.06E-09,0.00,0.0,,,,,
2088,H2D+,Fe,,Fe+,H2,D,,1.63E-09,0.00,0.0,,,,,
2089,H2D+,Fe,,Fe+,HD,H,,3.26E-09,0.00,0.0,,,,,
2090,HD2+,H,,H2D+,D,,,2.00E-09,0.00,550.0,,,,,
2091,HD2+,D,,D3+,H,,,2.00E-09,0.00,0.0,,,,,
2092,HD2+,H2,,H3+,D2,,,1.10E-09,0.00,251.0,,,,,
2093,HD2+,H2,,H2D+,HD,,,8.10E-10,0.00,187.0,,,,,
2094,HD2+,HD,,H2D+,D2,,,7.00E-10,0.00,107.0,,,,,
2095,HD2+,HD,,D3+,H2,,,6.40E-10,0.00,0.0,,,,,
2096,HD2+,D2,,D3+,HD,,,8.70E-10,0.00,0.0,,,,,
2097,HD2+,C,,CH+,D2,,,3.30E-10,0.00,0.0,,,,,
2098,HD2+,C,,CD+,HD,,,6.70E-10,0.00,0.0,,,,,
2099,HD2+,CH,,CH2+,D2,,,4.00E-10,0.00,0.0,,,,,
2100,HD2+,CH,,CHD+,HD,,,8.00E-10,0.00,0.0,,,,,
2101,HD2+,CD,,CHD+,D2,,,1.20E-09,0.00,0.0,,,,,
2102,HD2+,CD,,CD2+,HD,,,8.00E-10,0.00,0.0,,,,,
2103,HD2+,CH2,,CH3+,D2,,,5.70E-10,0.00,0.0,,,,,
2104,HD2+,CH2,,CH2D+,HD,,,1.13E-09,0.00,0.0,,,,,
2105,HD2+,NH,,NH2+,D2,,,3.30E-10,0.00,0.0,,,,,
2106,HD2+,NH,,NHD+,HD,,,6.50E-10,0.00,0.0,,,,,
2107,HD2+,NH,,ND2+,H2,,,3.30E-10,0.00,0.0,,,,,
2108,HD2+,CHD,,CH2D+,D2,,,1.70E-09,0.00,0.0,,,,,
2109,HD2+,CHD,,CHD2+,HD,,,1.13E-09,0.00,0.0,,,,,
2110,HD2+,CH3,,CH4+,D2,,,7.00E-10,0.00,0.0,,,,,
2111,HD2+,CH3,,CH3D+,HD,,,1.40E-09,0.00,0.0,,,,,
2112,HD2+,O,,OH+,D2,,,2.67E-10,0.00,0.0,,,,,
2113,HD2+,O,,OD+,HD,,,5.33E-10,0.00,0.0,,,,,
2114,HD2+,ND,,NHD+,D2,,,4.30E-10,0.00,0.0,,,,,
2115,HD2+,ND,,ND2+,HD,,,8.60E-10,0.00,0.0,,,,,
2116,HD2+,CD2,,CHD2+,D2,,,5.30E-10,0.00,0.0,,,,,
2117,HD2+,CD2,,CD3+,HD,,,1.13E-09,0.00,0.0,,,,,
2118,HD2+,NH2,,NH3+,D2,,,4.50E-10,0.00,0.0,,,,,
2119,HD2+,NH2,,NH2D+,HD,,,9.00E-10,0.00,0.0,,,,,
2120,HD2+,NH2,,NHD2+,H2,,,4.50E-10,0.00,0.0,,,,,
2121,HD2+,CH2D,,CH3D+,D2,,,2.10E-09,0.00,0.0,,,,,
2122,HD2+,CH2D,,CH2D2+,HD,,,1.40E-09,0.00,0.0,,,,,
2123,HD2+,CH4,,CH5+,D2,,,8.00E-10,0.00,0.0,,,,,
2124,HD2+,CH4,,CH4D+,HD,,,1.60E-09,0.00,0.0,,,,,
2125,HD2+,OH,,H2O+,D2,,,4.30E-10,0.00,0.0,,,,,
2126,HD2+,OH,,HDO+,HD,,,8.60E-10,0.00,0.0,,,,,
2127,HD2+,NHD,,NH2D+,D2,,,4.50E-10,0.00,0.0,,,,,
2128,HD2+,NHD,,NHD2+,HD,,,9.00E-10,0.00,0.0,,,,,
2129,HD2+,NHD,,ND3+,H2,,,4.50E-10,0.00,0.0,,,,,
2130,HD2+,CHD2,,CH2D2+,D2,,,7.00E-10,0.00,0.0,,,,,
2131,HD2+,CHD2,,CHD3+,HD,,,1.40E-09,0.00,0.0,,,,,
2132,HD2+,NH3,,NH4+,D2,,,6.80E-10,0.00,0.0,,,,,
2133,HD2+,NH3,,NH3D+,HD,,,1.35E-09,0.00,0.0,,,,,
2134,HD2+,NH3,,NH2D2+,H2,,,6.80E-10,0.00,0.0,,,,,
2135,HD2+,CH3D,,CH4D+,D2,,,2.40E-09,0.00,0.0,,,,,
2136,HD2+,CH3D,,CH3D2+,HD,,,1.60E-09,0.00,0.0,,,,,
2137,HD2+,OD,,HDO+,D2,,,1.30E-09,0.00,0.0,,,,,
2138,HD2+,OD,,D2O+,HD,,,1.30E-09,0.00,0.0,,,,,
2139,HD2+,H2O,,H3O+,D2,,,1.96E-09,0.00,0.0,,,,,
2140,HD2+,H2O,,H2DO+,HD,,,3.93E-09,0.00,0.0,,,,,
2141,HD2+,ND2,,NHD2+,D2,,,6.00E-10,0.00,0.0,,,,,
2142,HD2+,ND2,,ND3+,HD,,,1.20E-09,0.00,0.0,,,,,
2143,HD2+,CD3,,CHD3+,D2,,,7.00E-10,0.00,0.0,,,,,
2144,HD2+,CD3,,CD4+,HD,,,1.40E-09,0.00,0.0,,,,,
2145,HD2+,NH2D,,NH3D+,D2,,,6.80E-10,0.00,0.0,,,,,
2146,HD2+,NH2D,,NH2D2+,HD,,,1.35E-09,0.00,0.0,,,,,
2147,HD2+,NH2D,,NHD3+,H2,,,6.80E-10,0.00,0.0,,,,,
2148,HD2+,CH2D2,,CH3D2+,D2,,,8.00E-10,0.00,0.0,,,,,
2149,HD2+,CH2D2,,CH2D3+,HD,,,1.60E-09,0.00,0.0,,,,,
2150,HD2+,HDO,,H2DO+,D2,,,5.90E-09,0.00,0.0,,,,,
2151,HD2+,HDO,,HD2O+,HD,,,3.93E-09,0.00,0.0,,,,,
2152,HD2+,NHD2,,NH2D2+,D2,,,6.80E-10,0.00,0.0,,,,,
2153,HD2+,NHD2,,NHD3+,HD,,,1.35E-09,0.00,0.0,,,,,
2154,HD2+,NHD2,,ND4+,H2,,,6.80E-10,0.00,0.0,,,,,
2155,HD2+,CHD3,,CH2D3+,D2,,,8.00E-10,0.00,0.0,,,,,
2156,HD2+,CHD3,,CHD4+,HD,,,1.60E-09,0.00,0.0,,,,,
2157,HD2+,D2O,,HD2O+,D2,,,1.97E-09,0.00,0.0,,,,,
2158,HD2+,D2O,,D3O+,HD,,,3.93E-09,0.00,0.0,,,,,
2159,HD2+,ND3,,NHD3+,D2,,,9.00E-10,0.00,0.0,,,,,
2160,HD2+,ND3,,ND4+,HD,,,1.80E-09,0.00,0.0,,,,,
2161,HD2+,CD4,,CHD4+,D2,,,8.00E-10,0.00,0.0,,,,,
2162,HD2+,CD4,,CD5+,HD,,,1.60E-09,0.00,0.0,,,,,
2163,HD2+,Mg,,Mg+,HD,D,,6.70E-10,0.00,0.0,,,,,
2164,HD2+,Mg,,Mg+,D2,H,,3.30E-10,0.00,0.0,,,,,
2165,HD2+,C2,,C2H+,D2,,,6.00E-10,0.00,0.0,,,,,
2166,HD2+,C2,,C2D+,HD,,,1.20E-09,0.00,0.0,,,,,
2167,HD2+,C2H,,C2H2+,D2,,,5.70E-10,0.00,0.0,,,,,
2168,HD2+,C2H,,C2HD+,HD,,,1.13E-09,0.00,0.0,,,,,
2169,HD2+,CN,,HCN+,D2,,,2.00E-09,0.00,0.0,,,,,
2170,HD2+,CN,,DCN+,HD,,,2.00E-09,0.00,0.0,,,,,
2171,HD2+,C2D,,C2HD+,D2,,,1.70E-09,0.00,0.0,,,,,
2172,HD2+,C2H2,,C2H3+,D2,,,1.17E-09,0.00,0.0,,,,,
2173,HD2+,C2H2,,C2H2D+,HD,,,2.33E-09,0.00,0.0,,,,,
2174,HD2+,HCN,,HCNH+,D2,,,2.70E-09,0.00,0.0,,,,,
2175,HD2+,HCN,,HCND+,HD,,,5.40E-09,0.00,0.0,,,,,
2176,HD2+,HNC,,HCNH+,D2,,,2.70E-09,0.00,0.0,,,,,
2177,HD2+,HNC,,DCNH+,HD,,,5.40E-09,0.00,0.0,,,,,
2178,HD2+,C2HD,,C2H2D+,D2,,,3.50E-09,0.00,0.0,,,,,
2179,HD2+,C2H3,,C2H4+,D2,,,6.70E-10,0.00,0.0,,,,,
2180,HD2+,C2H3,,C2H3D+,HD,,,1.33E-09,0.00,0.0,,,,,
2181,HD2+,CO,,HCO+,D2,,,5.70E-10,0.00,0.0,,,,,
2182,HD2+,CO,,DCO+,HD,,,1.13E-09,0.00,0.0,,,,,
2183,HD2+,N2,,N2H+,D2,,,6.00E-10,0.00,0.0,,,,,
2184,HD2+,N2,,N2D+,HD,,,1.20E-09,0.00,0.0,,,,,
2185,HD2+,DCN,,DCNH+,D2,,,8.10E-09,0.00,0.0,,,,,
2186,HD2+,DNC,,HCND+,D2,,,8.10E-09,0.00,0.0,,,,,
2187,HD2+,C2H2D,,C2H3D+,D2,,,2.00E-09,0.00,0.0,,,,,
2188,HD2+,HCO,,H2CO+,D2,,,4.30E-10,0.00,0.0,,,,,
2189,HD2+,HCO,,HDCO+,HD,,,8.50E-10,0.00,0.0,,,,,
2190,HD2+,HCO,,D2CO+,H2,,,4.30E-10,0.00,0.0,,,,,
2191,HD2+,DCO,,HDCO+,D2,,,5.70E-10,0.00,0.0,,,,,
2192,HD2+,DCO,,D2CO+,HD,,,1.13E-09,0.00,0.0,,,,,
2193,HD2+,H2CO,,H3CO+,D2,,,1.58E-09,0.00,0.0,,,,,
2194,HD2+,H2CO,,H2DCO+,HD,,,3.15E-09,0.00,0.0,,,,,
2195,HD2+,H2CO,,HD2CO+,H2,,,1.58E-09,0.00,0.0,,,,,
2196,HD2+,HDCO,,H2DCO+,D2,,,3.15E-09,0.00,0.0,,,,,
2197,HD2+,HDCO,,HD2CO+,HD,,,3.15E-09,0.00,0.0,,,,,
2198,HD2+,D2CO,,HD2CO+,D2,,,3.78E-09,0.00,0.0,,,,,
2199,HD2+,D2CO,,D3CO+,HD,,,2.52E-09,0.00,0.0,,,,,
2200,HD2+,CH3OH,,CH3+,H2O,D2,,8.50E-10,0.00,0.0,,,,,
2201,HD2+,CH3OH,,CH3+,HDO,HD,,1.71E-09,0.00,0.0,,,,,
2202,HD2+,CH3OH,,CH3+,D2O,H2,,8.50E-10,0.00,0.0,,,,,
2203,HD2+,CH3OH,,CH3OH2+,D2,,,1.05E-09,0.00,0.0,,,,,
2204,HD2+,CH3OH,,CH3OHD+,HD,,,2.10E-09,0.00,0.0,,,,,
2205,HD2+,CH3OD,,CH3+,HDO,D2,,2.56E-09,0.00,0.0,,,,,
2206,HD2+,CH3OD,,CH3+,D2O,HD,,1.71E-09,0.00,0.0,,,,,
2207,HD2+,CH3OD,,CH3OHD+,D2,,,3.14E-09,0.00,0.0,,,,,
2208,HD2+,CH2DOH,,CH2D+,H2O,D2,,1.28E-09,0.00,0.0,,,,,
2209,HD2+,CH2DOH,,CH2D+,HDO,HD,,1.28E-09,0.00,0.0,,,,,
2210,HD2+,CH2DOH,,CH2DOH2+,D2,,,3.14E-09,0.00,0.0,,,,,
2211,HD2+,C3,,C3H+,D2,,,6.70E-10,0.00,0.0,,,,,
2212,HD2+,C3,,C3D+,HD,,,1.33E-09,0.00,0.0,,,,,
2213,HD2+,C3H,,C3H2+,D2,,,6.70E-10,0.00,0.0,,,,,
2214,HD2+,C3H,,C3HD+,HD,,,1.33E-09,0.00,0.0,,,,,
2215,HD2+,C3D,,C3HD+,D2,,,2.00E-09,0.00,0.0,,,,,
2216,HD2+,C3H2,,C3H3+,D2,,,6.70E-10,0.00,0.0,,,,,
2217,HD2+,C3H2,,C3H2D+,HD,,,1.33E-09,0.00,0.0,,,,,
2218,HD2+,C3HD,,C3H2D+,D2,,,2.00E-09,0.00,0.0,,,,,
2219,HD2+,C3H3,,C3H4+,D2,,,6.70E-10,0.00,0.0,,,,,
2220,HD2+,C3H3,,C3H3D+,HD,,,1.33E-09,0.00,0.0,,,,,
2221,HD2+,C3H2D,,C3H3D+,D2,,,2.00E-09,0.00,0.0,,,,,
2222,HD2+,C3H4,,C3H5+,D2,,,2.25E-10,0.00,0.0,,,,,
2223,HD2+,C3H4,,C3H4D+,HD,,,5.50E-10,0.00,0.0,,,,,
2224,HD2+,CH3CN,,H4C2N+,D2,,,3.50E-09,0.00,0.0,,,,,
2225,HD2+,CH3CN,,H3DC2N+,HD,,,7.00E-09,0.00,0.0,,,,,
2226,HD2+,C3H3D,,C3H4D+,D2,,,6.75E-10,0.00,0.0,,,,,
2227,HD2+,CH2CO,,CH3CO+,D2,,,6.70E-10,0.00,0.0,,,,,
2228,HD2+,CH2CO,,CH2DCO+,HD,,,1.33E-09,0.00,0.0,,,,,
